Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Students,Primary Instructor
2021,Spring,2021-sp,MATH,415,Applied Linear Algebra,LEC,12,11,9,10,7,3,8,7,1,2,0,0,0,4,74,"Salazar, Dan"
2021,Spring,2021-sp,MATH,415,Applied Linear Algebra,ONL,3,13,8,8,12,8,9,7,8,8,1,3,0,1,89,"Lonsdale, Wiremu"
2022,Fall,2022-fa,MATH,415,Applied Linear Algebra,DIS,2,7,5,7,3,2,0,2,3,0,0,1,1,0,33,"Lonsdale, W"
2022,Fall,2022-fa,MATH,415,Applied Linear Algebra,LEC,5,13,6,11,19,3,5,9,0,3,0,0,5,0,79,"Lonsdale, Wiremu"
2022,Fall,2022-fa,MATH,415,Applied Linear Algebra,LEC,4,17,8,9,10,10,12,3,3,3,0,0,5,0,84,"Tanaka-Whitfield, Rohan"
2022,Spring,2022-sp,MATH,415,Applied Linear Algebra,DIS,2,4,5,4,1,1,0,4,0,0,0,0,0,3,24,"Salazar, D"
2022,Spring,2022-sp,MATH,415,Applied Linear Algebra,LCD,1,19,14,12,7,6,4,4,4,1,1,3,0,2,78,"Tanaka-Whitfield, Rohan"
2022,Spring,2022-sp,MATH,415,Applied Linear Algebra,LEC,9,15,17,2,15,8,1,3,0,10,4,1,4,3,92,"Lonsdale, Wiremu"
2022,Spring,2022-sp,MATH,415,Applied Linear Algebra,LEC,6,18,11,16,19,12,4,5,0,0,1,1,0,1,94,"Salazar, Dan"
2023,Spring,2023-sp,MATH,415,Applied Linear Algebra,LEC,6,11,7,12,9,2,14,6,3,12,0,0,0,5,87,"Lonsdale, Wiremu"
2023,Spring,2023-sp,MATH,415,Applied Linear Algebra,LEC,7,17,14,15,11,19,10,3,0,0,6,2,1,0,105,"Tanaka-Whitfield, Rohan"
2024,Fall,2024-fa,MATH,415,Applied Linear Algebra,DIS,0,3,1,4,8,0,2,2,1,2,1,1,0,1,26,"Lonsdale, W"
2024,Fall,2024-fa,MATH,415,Applied Linear Algebra,LEC,2,8,8,6,7,4,4,2,1,0,0,0,0,1,43,"Lonsdale, Wiremu"
2024,Spring,2024-sp,MATH,415,Applied Linear Algebra,LCD,6,11,12,16,9,7,10,1,2,1,1,2,5,3,86,"Tanaka-Whitfield, Rohan"
2025,Fall,2025-fa,MATH,415,Applied Linear Algebra,LCD,2,10,9,10,10,5,7,4,4,3,2,1,6,3,76,"Lonsdale, W"
2025,Fall,2025-fa,MATH,415,Applied Linear Algebra,LEC,5,24,14,14,8,11,3,4,4,4,0,0,0,3,94,"Tanaka-Whitfield, Rohan"
2025,Spring,2025-sp,MATH,415,Applied Linear Algebra,DIS,0,6,1,2,3,0,2,0,0,0,1,1,1,0,17,"Westergaard, R"
2025,Spring,2025-sp,MATH,415,Applied Linear Algebra,LEC,8,16,8,11,15,8,5,4,6,3,5,0,4,10,103,"Tanaka-Whitfield, R"
2020,Fall,2020-fa,MATH,416,Abstract Linear Algebra,ONL,1,8,3,2,3,1,0,4,2,0,0,0,2,1,27,"Radovanovic, Esperanza"
2020,Spring,2020-sp,MATH,416,Abstract Linear Algebra,LEC,6,6,2,2,4,0,4,0,0,0,0,1,1,0,26,"Radovanovic, Esperanza"
2021,Fall,2021-fa,MATH,416,Abstract Linear Algebra,DIS,1,1,3,1,1,0,0,1,0,0,0,0,0,0,8,"Tanaka-Whitfield, R"
2021,Fall,2021-fa,MATH,416,Abstract Linear Algebra,LEC,6,3,3,7,0,0,1,0,2,0,2,0,0,0,24,"Radovanovic, Esperanza"
2021,Fall,2021-fa,MATH,416,Abstract Linear Algebra,LEC,2,9,2,4,5,4,1,2,0,0,0,1,3,0,33,"Tanaka-Whitfield, Rohan"
2021,Spring,2021-sp,MATH,416,Abstract Linear Algebra,DIS,1,0,2,1,1,0,0,0,0,0,1,2,0,0,8,"Larkspur, A"
2021,Spring,2021-sp,MATH,416,Abstract Linear Algebra,LEC,4,4,5,11,2,0,0,0,2,0,0,1,0,0,29,"Radovanovic, Esperanza"
2022,Fall,2022-fa,MATH,416,Abstract Linear Algebra,LEC,1,2,4,2,2,2,0,3,0,0,0,0,2,0,18,"Radovanovic, E"
2022,Fall,2022-fa,MATH,416,Abstract Linear Algebra,LEC,8,4,2,1,2,4,1,2,0,0,2,1,0,0,27,"Tanaka-Whitfield, Rohan"
2022,Spring,2022-sp,MATH,416,Abstract Linear Algebra,DIS,2,0,2,2,1,1,0,1,0,0,0,0,0,1,10,"Marchetti, Paloma"
2022,Spring,2022-sp,MATH,416,Abstract Linear Algebra,LEC,3,1,0,0,5,1,0,2,0,0,0,0,0,0,12,"Marchetti, Paloma"
2022,Spring,2022-sp,MATH,416,Abstract Linear Algebra,LEC,6,12,2,1,2,0,0,2,0,0,2,0,0,0,27,"Radovanovic, Esperanza"
2023,Fall,2023-fa,MATH,416,Abstract Linear Algebra,ONL,5,6,5,2,5,0,1,5,1,0,4,0,1,2,37,"Tanaka-Whitfield, Rohan"
2023,Spring,2023-sp,MATH,416,Abstract Linear Algebra,LEC,2,1,5,5,4,3,1,1,0,0,1,0,2,1,26,"Marchetti, Paloma"
2023,Spring,2023-sp,MATH,416,Abstract Linear Algebra,LEC,2,3,3,1,1,0,1,3,2,1,0,0,1,1,19,"Tanaka-Whitfield, Rohan"
2024,Fall,2024-fa,MATH,416,Abstract Linear Algebra,LEC,4,2,6,1,3,7,0,3,0,2,0,0,1,1,30,"Marchetti, Paloma"
2024,Fall,2024-fa,MATH,416,Abstract Linear Algebra,LEC,0,5,4,3,2,1,0,1,0,0,0,1,0,0,17,"Tanaka-Whitfield, Rohan"
2024,Spring,2024-sp,MATH,416,Abstract Linear Algebra,ONL,3,5,2,1,1,0,0,0,1,0,0,0,0,0,13,"Tanaka-Whitfield, Rohan"
2025,Fall,2025-fa,MATH,416,Abstract Linear Algebra,LCD,3,4,5,1,2,4,0,2,1,0,0,0,1,1,24,"Marchetti, Paloma"
2025,Spring,2025-sp,MATH,416,Abstract Linear Algebra,DIS,1,3,0,0,1,1,1,0,0,0,1,0,0,0,8,"Larkspur, A"
2025,Spring,2025-sp,MATH,416,Abstract Linear Algebra,LEC,3,2,3,0,1,0,0,1,1,0,0,3,2,0,16,"Tanaka-Whitfield, Rohan"
2020,Fall,2020-fa,MATH,441,Differential Equations,DIS,1,3,0,2,2,0,1,2,0,0,0,0,0,0,11,"Ghosh, W"
2020,Fall,2020-fa,MATH,441,Differential Equations,LEC,5,6,4,4,2,3,1,0,4,1,0,0,0,1,31,"Ghosh, Wiremu"
2021,Fall,2021-fa,MATH,441,Differential Equations,LEC,4,14,4,1,3,6,1,2,0,1,5,2,1,1,45,"Ghosh, Wiremu"
2022,Fall,2022-fa,MATH,441,Differential Equations,LCD,4,5,4,2,4,1,4,5,1,1,0,0,1,0,32,"Ghosh, Wiremu"
2022,Spring,2022-sp,MATH,441,Differential Equations,LEC,5,9,10,4,3,3,6,0,2,2,1,0,2,2,49,"Ghosh, W"
2023,Fall,2023-fa,MATH,441,Differential Equations,LEC,3,5,3,2,4,1,5,2,3,0,1,0,0,1,30,"Ghosh, Wiremu"
2024,Fall,2024-fa,MATH,441,Differential Equations,LCD,5,3,3,2,5,2,3,2,1,1,0,0,1,1,29,"Ghosh, W"
2025,Fall,2025-fa,MATH,441,Differential Equations,LCD,3,5,3,0,1,2,3,6,6,0,1,0,1,4,35,"Ghosh, Wiremu"
2020,Fall,2020-fa,MATH,444,Elementary Real Analysis,DIS,1,3,1,1,0,0,0,1,0,1,0,0,0,0,8,"Lonsdale, W"
2020,Fall,2020-fa,MATH,444,Elementary Real Analysis,LEC,1,5,5,3,4,1,2,0,1,0,0,0,2,0,24,"Lonsdale, Wiremu"
2020,Spring,2020-sp,MATH,444,Elementary Real Analysis,ONL,4,6,4,1,0,2,0,0,0,0,0,0,0,2,19,"Lonsdale, W"
2021,Spring,2021-sp,MATH,444,Elementary Real Analysis,LEC,6,8,1,1,1,0,1,1,0,1,0,0,0,0,20,"Lonsdale, Wiremu"
2022,Fall,2022-fa,MATH,444,Elementary Real Analysis,LEC,1,5,1,2,5,3,5,2,0,0,0,2,3,1,30,"Lonsdale, Wiremu"
2022,Spring,2022-sp,MATH,444,Elementary Real Analysis,ONL,6,7,0,1,1,0,1,1,0,0,0,0,0,0,17,"Villanueva, Christopher"
2023,Fall,2023-fa,MATH,444,Elementary Real Analysis,LEC,3,7,0,1,3,0,1,2,0,0,1,0,0,0,18,"Villanueva, Christopher"
2023,Spring,2023-sp,MATH,444,Elementary Real Analysis,DIS,2,3,0,1,1,1,0,1,0,0,0,1,0,0,10,"Villanueva, C"
2023,Spring,2023-sp,MATH,444,Elementary Real Analysis,LCD,3,5,3,2,5,0,0,4,1,0,1,0,0,1,25,"Lonsdale, Wiremu"
2023,Spring,2023-sp,MATH,444,Elementary Real Analysis,LEC,8,5,2,3,0,1,4,2,1,2,0,0,0,1,29,"Villanueva, Christopher"
2024,Fall,2024-fa,MATH,444,Elementary Real Analysis,LCD,4,6,4,2,3,0,0,1,0,1,1,0,0,0,22,"Lonsdale, Wiremu"
2024,Spring,2024-sp,MATH,444,Elementary Real Analysis,DIS,1,1,0,0,2,0,1,1,0,0,1,0,1,1,9,"Villanueva, C"
2024,Spring,2024-sp,MATH,444,Elementary Real Analysis,LEC,6,8,3,1,7,0,2,1,0,0,0,1,0,0,29,"Villanueva, C"
2025,Fall,2025-fa,MATH,444,Elementary Real Analysis,LCD,5,7,5,1,1,1,2,0,0,0,1,0,0,0,23,"Villanueva, Chris"
2025,Fall,2025-fa,MATH,444,Elementary Real Analysis,LEC,1,8,4,1,3,6,0,2,3,0,1,0,1,0,30,"Lonsdale, Wiremu"
2022,Fall,2022-fa,MATH,461,Probability Theory,ONL,2,9,6,7,3,4,3,5,2,0,0,4,1,0,46,"Villanueva, Christopher"
2023,Spring,2023-sp,MATH,461,Probability Theory,LEC,5,4,2,1,8,2,3,2,4,0,1,0,0,0,32,"Villanueva, Christopher"
2024,Spring,2024-sp,MATH,461,Probability Theory,LEC,1,7,1,4,1,2,7,6,0,1,0,2,1,2,35,"Villanueva, Christopher"
2025,Fall,2025-fa,MATH,461,Probability Theory,LEC,1,6,5,2,1,1,1,1,0,0,3,0,0,0,21,"Villanueva, Christopher"
2025,Spring,2025-sp,MATH,461,Probability Theory,ONL,5,5,5,1,9,1,1,3,0,0,1,0,2,1,34,"Villanueva, Christopher"
2020,Fall,2020-fa,PHYS,100,Thinking About Physics,DIS,3,5,3,6,8,2,5,0,1,3,1,0,0,0,37,"Egwu, N"
2020,Fall,2020-fa,PHYS,100,Thinking About Physics,LCD,26,39,11,32,43,32,6,6,1,9,4,1,7,4,221,"von Ahlefeld, Elodie"
2020,Fall,2020-fa,PHYS,100,Thinking About Physics,LEC,31,44,34,26,44,27,27,5,5,7,0,5,0,5,260,"Egwu, Nkechi"
2020,Fall,2020-fa,PHYS,100,Thinking About Physics,LEC,22,19,9,21,29,18,9,7,12,4,1,1,0,5,157,"Farahani, Z"
2021,Fall,2021-fa,PHYS,100,Thinking About Physics,LCD,7,24,16,16,17,20,3,5,5,0,0,0,4,3,120,"von Ahlefeld, Elodie"
2021,Fall,2021-fa,PHYS,100,Thinking About Physics,LEC,17,31,24,23,14,10,11,4,0,21,3,0,0,5,163,"Egwu, Nkechi"
2021,Spring,2021-sp,PHYS,100,Thinking About Physics,DIS,5,15,11,6,13,6,4,0,0,0,0,0,1,1,62,"Tsao, O"
2021,Spring,2021-sp,PHYS,100,Thinking About Physics,LEC,8,23,40,20,42,19,9,4,6,2,2,0,0,10,185,"Farahani, Zoltán"
2022,Fall,2022-fa,PHYS,100,Thinking About Physics,LCD,34,48,18,15,41,20,0,12,0,3,0,0,0,10,201,"Egwu, Nkechi"
2022,Fall,2022-fa,PHYS,100,Thinking About Physics,LCD,23,27,26,22,38,16,4,13,1,3,2,3,0,11,189,"Farahani, Z"
2022,Fall,2022-fa,PHYS,100,Thinking About Physics,LEC,14,43,32,14,58,22,0,9,4,7,0,5,0,6,214,"von Ahlefeld, Elodie"
2022,Spring,2022-sp,PHYS,100,Thinking About Physics,LEC,21,26,34,30,29,17,11,10,5,2,3,0,12,7,207,"Farahani, Zoltán"
2023,Fall,2023-fa,PHYS,100,Thinking About Physics,LEC,11,37,12,20,20,12,6,11,5,0,0,6,0,4,144,"Egwu, Nkechi Jr"
2023,Fall,2023-fa,PHYS,100,Thinking About Physics,LEC,14,32,29,12,28,16,24,8,9,0,8,0,6,6,192,"von Ahlefeld, Elodie"
2023,Spring,2023-sp,PHYS,100,Thinking About Physics,LEC,13,47,22,17,18,24,10,0,0,2,5,2,9,1,170,"Farahani, Zoltán"
2024,Fall,2024-fa,PHYS,100,Thinking About Physics,DIS,4,5,7,4,4,4,2,1,0,1,1,0,0,2,35,"Yamaguchi, U"
2024,Fall,2024-fa,PHYS,100,Thinking About Physics,LEC,19,43,42,39,51,33,11,12,13,2,0,1,0,8,274,"Farahani, Zoltán"
2024,Spring,2024-sp,PHYS,100,Thinking About Physics,LEC,17,45,30,34,40,24,8,11,3,1,4,0,8,6,231,"von Ahlefeld, Elodie"
2024,Spring,2024-sp,PHYS,100,Thinking About Physics,ONL,24,28,24,21,29,25,5,10,0,2,1,0,2,3,174,"Egwu, Nkechi"
2025,Fall,2025-fa,PHYS,100,Thinking About Physics,DIS,3,5,2,6,13,3,1,2,1,0,0,1,0,0,37,"von Ahlefeld, E"
2025,Fall,2025-fa,PHYS,100,Thinking About Physics,LEC,23,36,24,18,40,5,7,17,8,3,3,0,0,7,191,
2025,Fall,2025-fa,PHYS,100,Thinking About Physics,LEC,14,31,31,19,23,16,14,6,14,3,0,7,0,5,183,"Farahani, Zoltán"
2025,Fall,2025-fa,PHYS,100,Thinking About Physics,LEC,40,19,22,31,41,2,11,2,1,0,7,0,1,6,183,"Staff"
2025,Fall,2025-fa,PHYS,100,Thinking About Physics,LEC,25,34,27,14,21,20,17,20,13,14,0,6,4,5,220,"von Ahlefeld, Elodie"
2020,Spring,2020-sp,PHYS,101,College Physics: Mech & Heat,LEC,33,20,15,8,6,9,19,6,5,2,12,4,8,5,152,"di Stefano, Fumiko"
2021,Fall,2021-fa,PHYS,101,College Physics: Mech & Heat,LEC,31,24,18,19,15,12,19,11,1,5,15,7,1,10,188,"di Stefano, F"
2021,Spring,2021-sp,PHYS,101,College Physics: Mech & Heat,LEC,12,14,11,3,2,6,17,13,8,12,1,4,0,3,106,"di Stefano, Fumiko"
2022,Fall,2022-fa,PHYS,101,College Physics: Mech & Heat,DIS,13,9,1,1,5,6,5,5,1,3,0,4,1,0,54,"di Stefano, F"
2022,Fall,2022-fa,PHYS,101,College Physics: Mech & Heat,LEC,37,23,13,24,24,12,23,7,4,5,17,0,5,2,196,"di Stefano, Fumiko"
2023,Fall,2023-fa,PHYS,101,College Physics: Mech & Heat,LEC,40,40,44,25,8,18,33,16,16,0,0,0,2,8,250,"Eberhardt, Ibrahim"
2023,Spring,2023-sp,PHYS,101,College Physics: Mech & Heat,LEC,21,17,10,10,6,15,2,12,6,3,1,19,3,6,131,"di Stefano, Fumiko"
2024,Fall,2024-fa,PHYS,101,College Physics: Mech & Heat,LCD,28,20,8,15,10,14,22,12,10,6,6,5,0,9,165,"Eberhardt, Ibrahim"
2024,Fall,2024-fa,PHYS,101,College Physics: Mech & Heat,LCD,23,19,20,9,10,11,5,7,14,9,7,6,1,5,146,"di Stefano, F"
2025,Fall,2025-fa,PHYS,101,College Physics: Mech & Heat,LEC,54,32,21,2,18,10,29,7,8,14,16,10,0,4,225,"Eberhardt, Ibrahim"
2025,Fall,2025-fa,PHYS,101,College Physics: Mech & Heat,LEC,37,28,12,7,22,12,30,7,7,0,12,17,6,3,200,"di Stefano, Fumiko Jr"
2020,Fall,2020-fa,PHYS,102,College Physics: E&M & Modern,LCD,18,30,17,18,26,22,16,29,10,3,3,7,3,3,205,"Egwu, Nkechi"
2020,Spring,2020-sp,PHYS,102,College Physics: E&M & Modern,LCD,5,11,11,8,13,14,6,16,13,1,2,0,4,3,107,"Egwu, Nkechi"
2020,Spring,2020-sp,PHYS,102,College Physics: E&M & Modern,LEC,24,14,19,8,10,4,9,11,7,0,3,7,0,1,117,"di Stefano, Fumiko"
2021,Fall,2021-fa,PHYS,102,College Physics: E&M & Modern,LEC,39,15,5,7,8,12,15,10,3,6,2,0,0,3,125,"Hollingsworth, Thomas"
2021,Fall,2021-fa,PHYS,102,College Physics: E&M & Modern,LEC,22,23,9,11,16,12,2,9,14,1,8,3,0,1,131,"di Stefano, Fumiko"
2021,Spring,2021-sp,PHYS,102,College Physics: E&M & Modern,LCD,12,23,14,16,22,16,14,20,16,2,11,0,0,5,171,"Egwu, N"
2021,Spring,2021-sp,PHYS,102,College Physics: E&M & Modern,LCD,16,16,17,12,13,6,15,12,4,0,4,1,0,5,121,"Hollingsworth, Thomas"
2022,Fall,2022-fa,PHYS,102,College Physics: E&M & Modern,DIS,6,7,1,5,8,12,4,4,6,0,0,1,3,3,60,"Egwu, N"
2022,Fall,2022-fa,PHYS,102,College Physics: E&M & Modern,DIS,4,1,1,1,1,1,2,2,0,0,0,0,0,0,13,"Hollingsworth, Thomas"
2022,Fall,2022-fa,PHYS,102,College Physics: E&M & Modern,LEC,15,21,20,6,16,21,15,11,2,11,5,0,1,5,149,"Egwu, Nkechi"
2022,Fall,2022-fa,PHYS,102,College Physics: E&M & Modern,LEC,18,10,13,9,5,7,7,5,11,0,2,4,5,2,98,"Hollingsworth, Thomas"
2022,Fall,2022-fa,PHYS,102,College Physics: E&M & Modern,LEC,31,24,13,22,12,26,23,7,31,12,2,0,1,3,207,"di Stefano, Fumiko"
2022,Spring,2022-sp,PHYS,102,College Physics: E&M & Modern,LCD,18,29,12,8,10,6,10,17,4,1,0,0,0,5,120,"di Stefano, Fumiko"
2022,Spring,2022-sp,PHYS,102,College Physics: E&M & Modern,LEC,13,8,13,8,12,17,14,9,3,7,8,0,0,2,114,"Hollingsworth, Thomas"
2023,Fall,2023-fa,PHYS,102,College Physics: E&M & Modern,LEC,0,19,9,17,14,13,12,10,7,2,13,9,5,6,136,"Egwu, Nkechi"
2023,Spring,2023-sp,PHYS,102,College Physics: E&M & Modern,LEC,5,19,11,25,14,10,5,12,7,7,0,5,6,3,129,"Egwu, Nkechi"
2023,Spring,2023-sp,PHYS,102,College Physics: E&M & Modern,LEC,22,12,10,15,20,12,14,17,7,4,0,0,3,1,137,"Hollingsworth, Thomas"
2023,Spring,2023-sp,PHYS,102,College Physics: E&M & Modern,LEC,30,38,19,9,25,19,10,7,2,0,0,4,0,7,170,"di Stefano, Fumiko"
2024,Fall,2024-fa,PHYS,102,College Physics: E&M & Modern,DIS,2,3,8,5,3,1,2,5,3,0,1,1,1,2,37,"di Stefano, F"
2024,Fall,2024-fa,PHYS,102,College Physics: E&M & Modern,LCD,5,24,7,10,14,10,8,14,3,0,0,7,2,0,104,"Egwu, Nkechi"
2024,Fall,2024-fa,PHYS,102,College Physics: E&M & Modern,LEC,17,33,32,8,19,15,14,1,14,4,0,3,0,5,165,"di Stefano, Fumiko"
2024,Spring,2024-sp,PHYS,102,College Physics: E&M & Modern,DIS,6,1,6,2,0,4,5,4,1,0,1,2,0,0,32,"di Stefano, F"
2024,Spring,2024-sp,PHYS,102,College Physics: E&M & Modern,LEC,16,17,18,15,15,9,15,12,13,21,2,13,4,7,177,"di Stefano, Fumiko"
2025,Fall,2025-fa,PHYS,102,College Physics: E&M & Modern,DIS,10,7,5,4,5,3,9,5,2,2,0,4,1,0,57,"di Stefano, F"
2025,Fall,2025-fa,PHYS,102,College Physics: E&M & Modern,LEC,21,12,10,22,24,21,7,19,9,3,12,5,1,5,171,"di Stefano, F"
2025,Spring,2025-sp,PHYS,102,College Physics: E&M & Modern,LEC,20,11,4,21,12,16,9,3,10,0,0,9,1,7,123,"di Stefano, Fumiko"
2020,Spring,2020-sp,PHYS,123,Physics Made Easy,LEC,52,40,13,5,13,3,0,0,0,3,0,0,0,3,132,"Dimitriou, Gwendolyn"
2021,Fall,2021-fa,PHYS,123,Physics Made Easy,LEC,15,18,6,8,0,0,1,0,0,0,3,1,0,2,54,"Dimitriou, Gwendolyn"
2021,Spring,2021-sp,PHYS,123,Physics Made Easy,LEC,33,23,11,4,3,0,0,1,0,6,1,3,4,5,94,"Dimitriou, Gwendolyn"
2022,Spring,2022-sp,PHYS,123,Physics Made Easy,LCD,39,31,11,7,12,1,1,4,2,2,0,0,0,5,115,"Dimitriou, Gwendolyn"
2023,Spring,2023-sp,PHYS,123,Physics Made Easy,LEC,48,25,25,8,0,0,4,1,0,0,4,0,0,2,117,"Dimitriou, Gwendolyn"
2020,Fall,2020-fa,PHYS,140,How Things Work,DIS,7,8,2,5,2,4,3,5,2,1,2,0,0,1,42,"Yamaguchi, U"
2020,Fall,2020-fa,PHYS,140,How Things Work,LEC,22,22,27,13,32,12,14,24,27,0,10,0,0,7,210,"di Stefano, Fumiko"
2020,Spring,2020-sp,PHYS,140,How Things Work,LEC,22,18,13,11,11,4,1,1,0,5,0,1,1,9,97,"di Stefano, Fumiko"
2021,Fall,2021-fa,PHYS,140,How Things Work,DIS,23,9,21,12,9,6,9,8,1,1,1,0,0,3,103,"Tsao, O"
2021,Fall,2021-fa,PHYS,140,How Things Work,LEC,54,36,15,9,37,22,29,22,0,0,0,0,0,4,228,"Shirazi, Liesbeth"
2021,Spring,2021-sp,PHYS,140,How Things Work,LCD,47,20,15,27,12,14,8,1,2,0,0,0,0,6,152,"Shirazi, Liesbeth"
2021,Spring,2021-sp,PHYS,140,How Things Work,ONL,29,30,10,18,13,8,10,4,8,0,0,4,3,6,143,"di Stefano, Fumiko"
2022,Fall,2022-fa,PHYS,140,How Things Work,LEC,36,21,19,51,18,9,20,24,0,0,12,1,0,7,218,"Thackeray, Camille"
2022,Spring,2022-sp,PHYS,140,How Things Work,DIS,16,20,6,15,24,9,5,4,0,4,0,0,1,3,107,"di Stefano, F"
2022,Spring,2022-sp,PHYS,140,How Things Work,LCD,24,14,10,13,15,5,14,4,13,5,3,7,0,2,129,"Thackeray, Camille"
2022,Spring,2022-sp,PHYS,140,How Things Work,LEC,38,7,18,25,20,11,10,12,3,3,5,0,0,4,156,"Shirazi, Liesbeth"
2022,Spring,2022-sp,PHYS,140,How Things Work,LEC,38,22,17,16,29,22,17,4,5,2,6,9,0,2,189,"di-Stefano, Fumiko"
2023,Fall,2023-fa,PHYS,140,How Things Work,DIS,6,4,1,1,0,1,1,0,0,0,0,0,0,0,14,"Thackeray, C"
2023,Fall,2023-fa,PHYS,140,How Things Work,LEC,38,39,9,22,28,9,21,10,9,12,7,0,6,5,215,"Thackeray, Camille"
2023,Spring,2023-sp,PHYS,140,How Things Work,LCD,42,28,17,17,17,22,27,35,2,25,0,0,0,5,237,"Shirazi, Liesbeth"
2023,Spring,2023-sp,PHYS,140,How Things Work,ONL,24,12,12,10,9,13,11,8,4,10,7,9,0,3,132,"di Stefano, Fumiko"
2024,Fall,2024-fa,PHYS,140,How Things Work,LEC,23,28,21,27,14,7,14,15,11,0,24,1,1,4,190,"Shirazi, Liesbeth"
2024,Spring,2024-sp,PHYS,140,How Things Work,LEC,44,32,22,22,31,10,2,19,10,0,2,0,0,6,200,"Thackeray, Camille"
2024,Spring,2024-sp,PHYS,140,How Things Work,ONL,23,27,10,21,21,13,9,13,21,5,9,0,0,9,181,"di Stefano, F"
2025,Fall,2025-fa,PHYS,140,How Things Work,ONL,49,22,18,29,26,23,11,12,8,4,4,0,0,4,210,"Shirazi, Liesbeth"
2025,Spring,2025-sp,PHYS,140,How Things Work,LEC,17,9,11,7,9,4,9,1,6,7,0,0,1,1,82,"Shirazi, L"
2025,Spring,2025-sp,PHYS,140,How Things Work,LEC,38,26,31,26,15,2,11,18,6,0,0,2,0,4,179,"di Stefano, Fumiko"
2025,Spring,2025-sp,PHYS,140,How Things Work,ONL,42,15,21,25,17,19,10,11,8,5,7,1,0,8,189,"Thackeray, Camille"
2020,Fall,2020-fa,PHYS,211,University Physics: Mechanics,LEC,38,45,26,25,12,25,13,12,0,9,0,17,0,5,227,"Castellanos-Berg, Joseph"
2020,Fall,2020-fa,PHYS,211,University Physics: Mechanics,LEC,33,49,25,14,35,20,15,13,4,9,7,6,11,11,252,"Sahinoglu, Oriol"
2020,Spring,2020-sp,PHYS,211,University Physics: Mechanics,DIS,12,14,3,4,7,7,12,4,7,3,0,2,5,3,83,"Tsao, O"
2020,Spring,2020-sp,PHYS,211,University Physics: Mechanics,LEC,37,37,50,26,25,25,14,4,30,26,4,8,12,19,317,"Şahinoğlu, Oriol"
2021,Fall,2021-fa,PHYS,211,University Physics: Mechanics,DIS,10,22,14,10,5,12,12,2,7,0,5,3,0,5,107,"Şahinoğlu, O"
2021,Fall,2021-fa,PHYS,211,University Physics: Mechanics,LEC,30,36,27,36,25,18,19,15,16,0,8,3,1,7,241,"Şahinoğlu, Oriol"
2021,Spring,2021-sp,PHYS,211,University Physics: Mechanics,LEC,44,44,10,17,12,10,35,16,21,7,11,5,11,8,251,"Castellanos-Berg, J"
2022,Fall,2022-fa,PHYS,211,University Physics: Mechanics,LEC,55,49,52,26,19,69,32,0,19,0,0,30,0,11,362,"Şahinoğlu, Oriol"
2022,Spring,2022-sp,PHYS,211,University Physics: Mechanics,LEC,68,39,35,28,15,26,16,24,18,34,0,11,6,11,331,"Castellanos-Berg, Joseph"
2022,Spring,2022-sp,PHYS,211,University Physics: Mechanics,LEC,27,50,31,33,36,32,18,31,22,10,3,8,0,5,306,"Şahinoğlu, Oriol"
2023,Fall,2023-fa,PHYS,211,University Physics: Mechanics,LCD,56,42,49,34,36,13,16,13,13,1,10,44,35,13,375,"Şahinoğlu, Oriol"
2023,Fall,2023-fa,PHYS,211,University Physics: Mechanics,LEC,54,34,20,22,26,28,17,26,5,9,15,1,9,11,277,"Castellanos-Berg, Joe"
2023,Spring,2023-sp,PHYS,211,University Physics: Mechanics,LEC,48,35,46,25,10,11,9,9,8,12,0,0,0,4,217,"Eberhardt, Ibrahim"
2024,Fall,2024-fa,PHYS,211,University Physics: Mechanics,LCD,66,39,11,11,19,20,33,13,0,0,11,5,16,8,252,"Eberhardt, Ibrahim"
2024,Fall,2024-fa,PHYS,211,University Physics: Mechanics,LEC,50,37,38,35,31,29,23,34,0,29,14,2,33,13,368,"Castellanos-Berg, Joseph"
2024,Fall,2024-fa,PHYS,211,University Physics: Mechanics,LEC,16,26,23,32,23,19,33,18,9,0,0,5,0,9,213,"Şahinoğlu, Oriol"
2024,Spring,2024-sp,PHYS,211,University Physics: Mechanics,LCD,40,55,33,39,5,22,11,30,14,5,10,10,21,11,306,"Şahinoğlu, Oriol"
2024,Spring,2024-sp,PHYS,211,University Physics: Mechanics,LEC,56,51,30,24,25,27,23,18,10,7,28,11,0,5,315,"Eberhardt, Ibrahim Jr"
2025,Fall,2025-fa,PHYS,211,University Physics: Mechanics,LEC,34,32,19,24,24,12,14,17,10,12,0,7,10,9,224,"Eberhardt, I"
2020,Fall,2020-fa,PHYS,212,University Physics: Elec & Mag,LCD,41,56,57,29,66,31,15,18,48,34,5,0,0,9,409,"Dimitriou, G"
2020,Spring,2020-sp,PHYS,212,University Physics: Elec & Mag,LCD,44,50,25,16,21,25,26,18,18,3,5,18,0,10,279,"Dimitriou, Gwendolyn"
2021,Fall,2021-fa,PHYS,212,University Physics: Elec & Mag,DIS,16,21,8,0,11,9,11,5,12,0,6,7,1,3,110,"Dimitriou, G"
2021,Fall,2021-fa,PHYS,212,University Physics: Elec & Mag,LEC,38,31,30,28,14,19,26,24,24,1,0,12,0,4,251,"Dimitriou, Gwendolyn"
